index,question_id,question_category,question_text,difficulty,equipment_model,ground_truth,config_id,config_name,response,timestamp,clarifier_ms,semantic_router_ms,buscador_documental_ms,buscador_visual_ms,curador_ms,analista_ms,planner_loops_ms,verifier_ms,chief_engineer_ms,total_pipeline_ms,clarifier_input_tokens,clarifier_output_tokens,semantic_router_input_tokens,semantic_router_output_tokens,buscador_documental_embed_tokens,buscador_visual_embed_tokens,analista_input_tokens,analista_output_tokens,planner_input_tokens,planner_output_tokens,verifier_input_tokens,verifier_output_tokens,chief_engineer_input_tokens,chief_engineer_output_tokens,total_input_tokens,total_output_tokens,cost_clarifier_usd,cost_semantic_router_usd,cost_buscadores_embed_usd,cost_analista_usd,cost_planner_usd,cost_verifier_usd,cost_chief_engineer_usd,cost_total_usd,loop_count,gap_resolved,final_confidence,loop_stopped_reason,chunks_retrieved,images_retrieved,images_shown,score_correctness,score_completeness,score_relevance,score_clarity,score_ablation_impact,score_factual,score_diagnostic,score_total,factual_errors,diagnostic_value,safe_decision_rate,judge_reasoning,judge_input_tokens,judge_output_tokens,judge_cost_usd,judge_ms
1,"Q001","diagnostico_tecnico","¿Qué significa el código 0020 en el SMLCD o HMI?","medium","general","E_ELEVATOR_S_CHAIN_BRIDGED_PERMANENT. Circuito de seguridad puenteado permanentemente.","B5","B5 - Pipeline completo","1. **Seguridad**: Asegúrate de que el área de trabajo esté libre de peligros y que se utilicen los equipos de protección personal (EPP) adecuados, como guantes y gafas de seguridad.

2. **Procedimiento**: Verifica la **alimentación eléctrica** general del sistema. Mide la tensión en los bornes de entrada del controlador para asegurarte de que esté dentro de los parámetros especificados.

3. **Verificación**: Realiza un **test básico** en el SMLCD o HMI. Observa si la pantalla muestra algún código de error o advertencia, y verifica el estado de los LED indicadores.

¿Qué observas en la pantalla del SMLCD o HMI en este momento?","2026-06-08T19:36:55.093Z",1711.194496,1912.087889,1502.6233780000002,588.7365449999998,209.76108700000077,0.34640200000012555,"[]",2062.5509299999994,4762.018854000002,12749.558831,527,53,810,62,15,12,0,0,0,0,6123,119,6951,153,14438,387,0.00011085,0.00015869999999999998,4.8e-7,0,0,0.0009898499999999998,0.0011344499999999997,0.006399329999999999,0,true,0.5,"resolved",15,4,3,0,0,0.2,0.5,0,0,0.2,0.1,"[""No menciona el significado del código 0020 como 'Circuito de seguridad puenteado permanentemente'""]","La respuesta no proporciona información sobre el significado del código 0020 ni ofrece pasos específicos para resolver el problema relacionado con el código.",0,"La respuesta no aborda el significado del código 0020 ni proporciona pasos específicos para resolver el problema. No se ofrece información factual correcta ni se ayuda al técnico a entender la causa raíz del problema.",794,202,0.004005,3314.9284590000007
2,"Q001","diagnostico_tecnico","¿Qué significa el código 0020 en el SMLCD o HMI?","medium","general","E_ELEVATOR_S_CHAIN_BRIDGED_PERMANENT. Circuito de seguridad puenteado permanentemente.","E","E - Sin router/verificador","1. **Seguridad**: Asegúrate de que el área de trabajo esté libre de peligros y que se utilicen los equipos de protección personal (EPP) adecuados, como guantes y gafas de seguridad.

2. **Procedimiento**: Verifica la **alimentación eléctrica** general del sistema. Mide la tensión en los bornes de entrada del controlador para asegurarte de que esté dentro de los parámetros especificados.

3. **Verificación**: Realiza un **test básico** en el SMLCD o HMI. Observa si la pantalla muestra algún código de error o advertencia, y verifica el estado de los LED indicadores.

¿Qué observas en la pantalla del SMLCD o HMI en este momento?","2026-06-08T19:37:12.159Z",1228.189391,0,1013.2087030000002,503.3732769999988,99.63383700000122,0.11593799999900511,"[]",0,3251.0001410000004,6095.6653689999985,527,53,0,0,12,12,0,0,0,0,0,0,6951,153,7502,206,0.00011085,0,4.8e-7,0,0,0,0.0011344499999999997,0.00546078,0,true,0.6,"resolved",15,4,3,0,0,0.2,0.5,0,0,0.5,0.25,"[""No se menciona el significado del código 0020 como 'Circuito de seguridad puenteado permanentemente'""]","La respuesta no proporciona información sobre el significado del código 0020, pero sugiere verificar la alimentación eléctrica y realizar un test básico, lo cual es un procedimiento estándar pero no específico para el código mencionado.",0,"La respuesta no aborda el significado del código 0020, lo cual es un error factual crítico. Aunque sugiere pasos generales de verificación, no son específicos ni explicativos para el problema en cuestión.",798,222,0.004215,2792.0081949999985
3,"Q001","diagnostico_tecnico","¿Qué significa el código 0020 en el SMLCD o HMI?","medium","general","E_ELEVATOR_S_CHAIN_BRIDGED_PERMANENT. Circuito de seguridad puenteado permanentemente.","D","Solo RAG + LLM base","1. **Seguridad**: Asegúrate de que el área de trabajo esté libre de peligros y que se utilicen los equipos de protección personal (EPP) adecuados, como guantes y gafas de seguridad.

2. **Procedimiento**: Verifica la **alimentación eléctrica** general del sistema. Mide la tensión en los bornes de entrada del controlador para asegurarte de que esté dentro de los parámetros especificados.

3. **Verificación**: Realiza un **test básico** en el SMLCD o HMI. Observa si la pantalla muestra algún código de error o advertencia, y verifica el estado de los LED indicadores.

¿Qué observas en la pantalla del SMLCD o HMI en este momento?","2026-06-08T19:37:22.048Z",0,0,1173.646378999998,620.1476239999974,271.6322149999978,0,"[]",0,3174.650290999998,5240.169114,0,0,0,0,12,12,0,0,0,0,0,0,6951,153,6975,153,0,0,4.8e-7,0,0,0,0.0011344499999999997,0.005252429999999999,0,true,0.5,"resolved",15,4,3,0,0,0.2,0.5,0,0,0.2,0.1,"[""No se menciona el significado del código 0020: E_ELEVATOR_S_CHAIN_BRIDGED_PERMANENT.""]","La respuesta no proporciona información sobre el significado del código de error ni ofrece pasos específicos para resolver el problema relacionado con el código 0020.",0,"La respuesta no aborda el significado del código 0020, lo cual es crucial. No proporciona pasos específicos para resolver el problema. La información dada es genérica y no relevante para el código específico.",811,209,0.0041175,2761.3483199999973
4,"Q002","diagnostico_tecnico","Aparece BatFlt en el display del 5500. ¿Qué falla?","easy","5500","Fallo en la batería de alimentación de emergencia (PEBO).","B5","B5 - Pipeline completo","1. **Seguridad**: Verifique que el ascensor esté en modo de mantenimiento y que todas las medidas de seguridad estén activadas antes de proceder con cualquier diagnóstico.

2. **Procedimiento**: Verifique la **alimentación eléctrica** general, asegurándose de que la tensión en los bornes de entrada sea la adecuada.

3. **Verificación**: Realice un **test básico** del sistema de batería de alimentación de emergencia, comprobando si la batería está conectada y en buen estado.

¿Qué estado muestra el LED de la batería de alimentación de emergencia en este momento?","2026-06-08T19:37:31.050Z",1800.5211490000002,1463.9497540000011,1311.2226139999984,800.4084270000021,0.2672329999986687,2086.8731409999964,"[]",3379.037587000006,5269.167051999997,16111.549510999997,530,50,811,52,13,13,3225,99,0,0,4868,144,5538,120,14998,465,0.0001095,0.00015285,5.2e-7,0.00054315,0,0.0008165999999999999,0.0009026999999999999,0.006580319999999999,0,true,0,"resolved",8,4,3,0.5,0.5,0.8,0.7,0.6,1,1,1,"[""No menciona explícitamente que BatFlt es un fallo en la batería de alimentación de emergencia (PEBO).""]","La respuesta proporciona pasos para verificar la batería de alimentación de emergencia, pero no explica la causa raíz del fallo BatFlt ni las consecuencias de no actuar.",1,"La respuesta identifica correctamente que el problema está relacionado con la batería de emergencia, pero no menciona explícitamente el fallo BatFlt. Proporciona pasos de diagnóstico útiles, aunque carece de explicación sobre la causa raíz y consecuencias.",754,217,0.004055,3725.6908829999957
5,"Q002","diagnostico_tecnico","Aparece BatFlt en el display del 5500. ¿Qué falla?","easy","5500","Fallo en la batería de alimentación de emergencia (PEBO).","E","E - Sin router/verificador","1. **Seguridad**: Asegúrate de que el área de trabajo esté libre de peligros y que el ascensor esté en modo de mantenimiento. Verifica que todos los dispositivos de seguridad estén operativos.

2. **Procedimiento**: Verifica la **alimentación eléctrica** general del ascensor. Mide la tensión en los bornes de entrada para asegurarte de que está dentro de los parámetros especificados.

3. **Verificación**: Realiza un **test básico** de la batería de alimentación de emergencia. Comprueba el estado de la batería y su carga, asegurándote de que no esté agotada o dañada.

¿Qué estado muestra el LED de la batería de alimentación de emergencia en este momento?","2026-06-08T19:37:51.888Z",1433.3254270000034,0,1104.4639059999972,492.00331500000175,0.2630150000040885,2199.578622000001,"[]",0,3407.7696489999944,8637.484234999996,530,50,0,0,13,13,3225,99,0,0,0,0,5576,149,9357,298,0.0001095,0,5.2e-7,0.00054315,0,0,0.0009258,0.00585647,0,true,0.8,"resolved",8,4,3,0.5,0.5,0.7,0.8,0.5,1,1,1,"[""No menciona específicamente que BatFlt es un fallo en la batería de alimentación de emergencia (PEBO).""]","La respuesta proporciona pasos para verificar la batería, pero no explica la causa raíz del fallo ni las consecuencias de no actuar. Sin embargo, sugiere verificar el estado de la batería, lo cual es relevante.",1,"La respuesta identifica correctamente que el problema está relacionado con la batería de emergencia, pero no menciona explícitamente el término PEBO. Proporciona pasos útiles para verificar la batería, aunque carece de explicación sobre la causa raíz del fallo BatFlt.",787,231,0.0042775,3042.724860000002
6,"Q002","diagnostico_tecnico","Aparece BatFlt en el display del 5500. ¿Qué falla?","easy","5500","Fallo en la batería de alimentación de emergencia (PEBO).","D","Solo RAG + LLM base","1. **Seguridad**: Verifique que el ascensor esté en modo de mantenimiento y que todas las medidas de seguridad estén activadas antes de proceder con cualquier diagnóstico.

2. **Procedimiento**: Verifique la **alimentación eléctrica** general del ascensor, asegurándose de que la tensión en los bornes de entrada sea la adecuada.

3. **Verificación**: Realice un **test básico** del sistema de batería de alimentación de emergencia, comprobando si la batería está conectada y si presenta algún signo de daño o mal funcionamiento.

¿Qué estado muestra el LED de la batería de alimentación de emergencia en este momento?","2026-06-08T19:38:04.569Z",0,0,1171.5126880000025,604.4520639999973,0.2917089999973541,0,"[]",0,2100.2597470000037,3876.5846359999996,0,0,0,0,13,13,0,0,0,0,0,0,5559,129,5585,129,0,0,5.2e-7,0,0,0,0.00091125,0.00499177,0,true,0.5,"resolved",8,4,3,0.5,0.5,0.7,0.8,0.6,1,1,1,"[""No menciona específicamente que el fallo es en la batería de alimentación de emergencia (PEBO)""]","La respuesta proporciona pasos para verificar la batería de emergencia, lo cual es relevante, pero no explica la causa raíz del fallo ni el orden de los pasos.",1,"La respuesta identifica correctamente que el problema está relacionado con la batería de emergencia, pero no menciona explícitamente el término PEBO. Proporciona pasos útiles para el diagnóstico, aunque carece de explicación sobre la causa raíz del fallo.",780,213,0.00408,4417.372306000005
7,"Q003","diagnostico_tecnico","HMI arroja error 1514. ¿Cuál es la temperatura límite superada?","medium","general","E_FC_CONVERTER_OVERTEMPERATURE. Supera los +75°C en el disipador.","B5","B5 - Pipeline completo","1. **Seguridad**: Asegúrate de que el área de trabajo esté libre de peligros y que se utilicen los equipos de protección personal (EPP) adecuados, como guantes y gafas de seguridad.

2. **Procedimiento**: Verifica la alimentación eléctrica general midiendo la tensión en los bornes de entrada del sistema. Debe estar dentro de los parámetros especificados por el fabricante.

3. **Verificación**: Realiza un test básico del **HMI** para comprobar si se puede acceder a los códigos de error y verificar el estado de la línea de seguridad. Observa si el LED LUET indica algún fallo.

¿Qué estado muestra el LED LUET en este momento?","2026-06-08T19:38:13.865Z",1728.553046000001,1861.456839999999,1751.0269800000096,609.5369199999986,145.5051330000133,0.1488299999909941,"[]",5808.317985999995,3627.0478409999923,15531.752536,528,45,811,48,16,16,0,0,0,0,6123,115,6952,145,14446,353,0.0001062,0.00015045,6.4e-7,0,0,0.00098745,0.0011298,0.0063145399999999996,0,true,0.5,"resolved",15,4,3,0,0,0,0,0,0,0,0,"[""No menciona el error E_FC_CONVERTER_OVERTEMPERATURE ni la temperatura de +75°C.""]","La respuesta no aborda el error específico ni proporciona pasos para diagnosticar o resolver el problema de sobretemperatura.",0,"La respuesta no menciona el error específico ni la temperatura límite. No proporciona pasos relevantes para diagnosticar o resolver el problema de sobretemperatura. No es útil para el técnico.",788,197,0.00394,3010.861680999995
8,"Q003","diagnostico_tecnico","HMI arroja error 1514. ¿Cuál es la temperatura límite superada?","medium","general","E_FC_CONVERTER_OVERTEMPERATURE. Supera los +75°C en el disipador.","E","E - Sin router/verificador","1. **Seguridad**: Asegúrate de que el área de trabajo esté libre de peligros y que se utilicen los equipos de protección personal (EPP) adecuados, como guantes y gafas de seguridad.

2. **Procedimiento**: Verifica la **alimentación eléctrica** general del sistema. Mide la tensión en los bornes de entrada del controlador para asegurarte de que esté dentro de los parámetros especificados.

3. **Verificación**: Realiza un **test básico** del HMI. Observa si el LED indicador está encendido y verifica si el HMI responde a las interacciones, como la navegación por los menús.

¿Qué estado muestra el LED del HMI en este momento?","2026-06-08T19:38:33.409Z",1333.0846880000026,0,1037.4134329999943,578.1006239999988,106.60735700000077,0.14726699999300763,"[]",0,3129.539487999995,6185.033251999994,528,45,0,0,16,16,0,0,0,0,0,0,6952,149,7512,194,0.0001062,0,6.4e-7,0,0,0,0.0011322,0.00517904,0,true,0.6,"resolved",15,4,3,0,0,0,0.5,0,0,0,0,"[""No menciona que el error 1514 es por superar los +75°C en el disipador.""]","La respuesta no aborda el problema específico del error 1514 ni proporciona pasos para diagnosticar o resolver el problema de sobrecalentamiento.",0,"La respuesta no menciona el error específico ni su causa. No proporciona pasos relevantes para resolver el problema de temperatura. No ofrece valor diagnóstico ni factual.",796,195,0.00394,4897.922723000011
9,"Q003","diagnostico_tecnico","HMI arroja error 1514. ¿Cuál es la temperatura límite superada?","medium","general","E_FC_CONVERTER_OVERTEMPERATURE. Supera los +75°C en el disipador.","D","Solo RAG + LLM base","1. **Seguridad**: Asegúrate de que el área de trabajo esté libre de peligros y que se utilicen los equipos de protección personal (EPP) adecuados, como guantes y gafas de seguridad.

2. **Procedimiento**: Verifica la **alimentación eléctrica** general del sistema. Mide la tensión en los bornes de entrada del controlador para asegurarte de que esté dentro de los parámetros especificados.

3. **Verificación**: Realiza un **test básico** del HMI. Observa si el LED indicador está encendido y verifica si la pantalla muestra algún mensaje adicional o código de error.

¿Qué observas en el HMI en este momento?","2026-06-08T19:38:45.492Z",0,0,912.5369030000002,595.0236739999964,103.63115800000378,0,"[]",0,2526.0715460000065,4137.388978000003,0,0,0,0,16,16,0,0,0,0,0,0,6952,142,6984,142,0,0,6.4e-7,0,0,0,0.001128,0.0053136400000000006,0,true,0.5,"resolved",15,4,3,0,0,0.2,0.2,0,0,0.2,0.1,"[""No menciona que el error 1514 es E_FC_CONVERTER_OVERTEMPERATURE"",""No indica que la temperatura límite es +75°C en el disipador""]","La respuesta no aborda el error específico ni proporciona información sobre la causa raíz o pasos para resolver el problema de sobrecalentamiento.",0,"La respuesta no menciona el error específico ni la temperatura límite. No proporciona pasos relevantes para resolver el problema de sobrecalentamiento. La información es irrelevante para el error 1514.",802,218,0.004185,2891.936677999998
10,"Q010","diagnostico_tecnico","Error RdvBVR fijo en pantalla. ¿Qué ocurrió?","hard","5500","Limitador de velocidad actuado o detecta GBP_RESET abierto. Requiere reset manual y eléctrico.","B5","B5 - Pipeline completo","1. **Seguridad**: Verifica que el área de trabajo esté libre de obstáculos y que el ascensor esté en modo seguro antes de proceder con cualquier intervención.

2. **Procedimiento**: Verifica la **alimentación eléctrica** general del ascensor, asegurándote de que la tensión en los bornes de entrada sea la adecuada.

3. **Verificación**: Comprueba que el **circuito de seguridad** esté cerrado, asegurándote de que no haya interrupciones en los circuitos de seguridad que puedan estar causando el error.

¿Qué observas en el estado del ascensor en este momento?","2026-06-08T19:38:53.523Z",1277.6602100000018,2366.854045,966.6340939999936,785.6299719999952,96.54584700000123,2375.1853210000118,"[]",2719.253389999998,2923.2549029999936,13511.183521999992,525,51,806,49,11,11,3088,117,0,0,3942,100,4645,127,13028,444,0.00010934999999999999,0.0001503,4.4e-7,0.0005334,0,0.0006513,0.00077295,0.00632774,0,true,0,"resolved",8,4,3,0,0.5,0.5,0.5,0.5,0,0.5,0.25,"[""No menciona el limitador de velocidad actuado ni el GBP_RESET abierto.""]","La respuesta sugiere verificar la alimentación eléctrica y el circuito de seguridad, pero no aborda la causa raíz específica del error RdvBVR ni proporciona un procedimiento claro para resolverlo.",0,"La respuesta no aborda el problema específico del error RdvBVR. No menciona el limitador de velocidad ni el GBP_RESET, lo cual es crucial. La sugerencia de verificar la alimentación eléctrica es genérica y no relevante para este error específico.",764,220,0.00411,2316.360702999984
